video_id,kelompok,comment_id,author,teks_asli,teks_bersih,jumlah_kata,jumlah_like,published_at,sentimen,confidence_score
JSbz7u-fhfw,GREEN_SM,Ugyzzomh0FdaLc1mniJ4AaABAg,@masjayong,"Dua duanya salah , yang 1 rekrutnya asala asalan yang kai sistem persinyalanya masi purba ,  ada radar sensor sensor canggi ada gps dan ai eh masi pake sitem lampu merah hijau dan oren , saya pernah liat itu kokpit masinis kayak bajae bajuri masi jadul gak ada head yunit lcd hitam putih pun gak ada , pake lah sistem komputerisasi jadi masinis bisa langsung panatau tuh di layar jernih 4k ada halangan apa aja di depan  pake sensor sonar kek tanam lah sensor tiap 10 km sensor canggih radar sonar dll kelistrikanya pake solar panel","Dua duanya salah , yang 1 rekrutnya asala asalan yang kai sistem persinyalanya masi purba , ada radar sensor sensor canggi ada gps dan ai eh masi pake sitem lampu merah hijau dan oren , saya pernah liat itu kokpit masinis kayak bajae bajuri masi jadul gak ada head yunit lcd hitam putih pun gak ada , pake lah sistem komputerisasi jadi masinis bisa langsung panatau tuh di layar jernih 4k ada halangan apa aja di depan pake sensor sonar kek tanam lah sensor tiap 10 km sensor canggih radar sonar dll kelistrikanya pake solar panel",96,1,2026-04-28T12:44:52Z,NEGATIF,0.5533
MmXNLPs155U,GREEN_SM,UgwYNWQQgGrcV4Vh5QF4AaABAg,@abengkampak90,Begitu MAHALNYA kata MAAF dan TURUT BERDUKA CITA,Begitu MAHALNYA kata MAAF dan TURUT BERDUKA CITA,8,1,2026-04-28T14:07:08Z,NETRAL,0.3894
MmXNLPs155U,GREEN_SM,Ugy_5zypJS09bqKWPKZ4AaABAg,@almaisaks,Pengelola Taksi 'Online' Green SM Respons soal Insiden Tabrakan Kereta di Bekasi Timur | SAPA MALAM,Pengelola Taksi 'Online' Green SM Respons soal Insiden Tabrakan Kereta di Bekasi Timur SAPA MALAM,15,0,2026-04-29T12:59:14Z,NETRAL,0.9979
MmXNLPs155U,GREEN_SM,UgyBYwk7UUr1X9JOLGZ4AaABAg,@MangEfis,"Sdh saatnya masyarakat bertidak dan korban sudah ada, gausah pake Taxi itu lagi.","Sdh saatnya masyarakat bertidak dan korban sudah ada, gausah pake Taxi itu lagi.",13,4,2026-04-28T13:46:07Z,NETRAL,0.7274
MmXNLPs155U,GREEN_SM,Ugwk50PwDlSLet075jF4AaABAg,@Utama-p3d6p,"Managemen trafic KAI masih gsk beres dong. Harusnya gak boleh terjadi bgitu. Ini kan jslur sudah bertahun2 ada, tapi cara kalian bekerja seperti orang yg baru pertama bdkerja","Managemen trafic KAI masih gsk beres dong. Harusnya gak boleh terjadi bgitu. Ini kan jslur sudah bertahun2 ada, tapi cara kalian bekerja seperti orang yg baru pertama bdkerja",28,1,2026-04-29T08:20:52Z,NEGATIF,0.9532
MmXNLPs155U,GREEN_SM,Ugyyh-cFGmZM2_RGJ9J4AaABAg,@agamsavtrazki6541,"Sepertinya mobil taxi bikinan vietnam ini sering trouble dijalan, perlu di grounded dulu jgn dioperasikan krn berbahaya bagi penggunanya dan orang lain saat di jalan raya.","Sepertinya mobil taxi bikinan vietnam ini sering trouble dijalan, perlu di grounded dulu jgn dioperasikan krn berbahaya bagi penggunanya dan orang lain saat di jalan raya.",26,0,2026-04-28T23:59:57Z,NEGATIF,0.9926
MmXNLPs155U,GREEN_SM,UgzxHrS7G96ex282qzN4AaABAg,@arifinilham4917,"Ini teaksi yg kurang bermoral,selalu egois ini harus diboikot","Ini teaksi yg kurang bermoral,selalu egois ini harus diboikot",9,0,2026-04-28T13:41:20Z,NEGATIF,0.998
MmXNLPs155U,GREEN_SM,UgyB8Hy-uzBG9koq9YZ4AaABAg,@arjunasuryabaim632,"g relevan lah kalo supir taksi jd tersangka, palang pintu perlintasannya jg ga ada, dia jg pasti g ingin secara sengaja matiin mobil ditengah lintasan, dia cuma lg apes aja, cari makan, dia jg sdh rugi, blm masalah ganti mobil ke perusahaannya, ini masalah internal kai, hrsnya sistem sdh memback up kalo da kejadian di perlintasan dgn sinyal2 darurat,","g relevan lah kalo supir taksi jd tersangka, palang pintu perlintasannya jg ga ada, dia jg pasti g ingin secara sengaja matiin mobil ditengah lintasan, dia cuma lg apes aja, cari makan, dia jg sdh rugi, blm masalah ganti mobil ke perusahaannya, ini masalah internal kai, hrsnya sistem sdh memback up kalo da kejadian di perlintasan dgn sinyal2 darurat,",59,0,2026-04-29T04:37:08Z,NEGATIF,0.9645
MmXNLPs155U,GREEN_SM,UgzusEmB31cuDn3yX2d4AaABAg,@razachannel8203,"Taxi salah, tapi System KAI gmn? Masak udah tau ada trouble tapi informasi bisa tidak sampai ke Kereta lain. Apa mereka infonya pakai WA ya? Kan konyol","Taxi salah, tapi System KAI gmn? Masak udah tau ada trouble tapi informasi bisa tidak sampai ke Kereta lain. Apa mereka infonya pakai WA ya? Kan konyol",27,0,2026-04-28T15:43:17Z,NEGATIF,0.9946
MmXNLPs155U,GREEN_SM,UgxayLqw12Y4iuWzo6R4AaABAg,@UmayQiana-xp5uw,Gara gara Luh IJO.   Jadi banyak Korban Jiwa.,Gara gara Luh IJO. Jadi banyak Korban Jiwa.,8,0,2026-05-02T11:10:26Z,NEGATIF,0.9952
MmXNLPs155U,GREEN_SM,UgzBs1vDM8OwduxqcER4AaABAg,@bambangsuhartono3937,"Emang perusahaan taxinya yg salah? Siapa juga yg pingin taxi atau mobilnya mogok pas ditengah rel KA ? Harusnya yg diselidiki adalah mengapa PPKA mengijinkan kereta lain melintas jalur sementara jalur itu masih terbuntu karena ada taxi mogok dan KRL yg terhambat disitu, sepertinya ini upaya mencari kambing hitam yg paling hitam.","Emang perusahaan taxinya yg salah? Siapa juga yg pingin taxi atau mobilnya mogok pas ditengah rel KA ? Harusnya yg diselidiki adalah mengapa PPKA mengijinkan kereta lain melintas jalur sementara jalur itu masih terbuntu karena ada taxi mogok dan KRL yg terhambat disitu, sepertinya ini upaya mencari kambing hitam yg paling hitam.",52,0,2026-04-30T09:57:42Z,NEGATIF,0.9943
E8q-DQGgukw,GREEN_SM,UgwYf6YST80_h_oDm4Z4AaABAg,@insankamilaliputra6320,HARUS TANGGUNG JAWAB ITU TAXI IJO NGUYEN,HARUS TANGGUNG JAWAB ITU TAXI IJO NGUYEN,7,23,2026-04-28T01:28:54Z,NEGATIF,0.9849
E8q-DQGgukw,GREEN_SM,UgxAqrNfxd05kYFJ4t14AaABAg,@Par4clytorZ,"Bukan cuma taxi ijo, petugas sinyal lajur kereta & kepala stasiun juga harus diseret ke pengadilan !!!!
Lambatnya respon mereka yang bikin nyawa penumpang melayang","Bukan cuma taxi ijo, petugas sinyal lajur kereta kepala stasiun juga harus diseret ke pengadilan !!!! Lambatnya respon mereka yang bikin nyawa penumpang melayang",24,20,2026-04-28T01:32:50Z,NEGATIF,0.9492
E8q-DQGgukw,GREEN_SM,UgyBAxfrC3ophj0mWSV4AaABAg,@alialiaism,"MELIBATKAN bukan DISEBABKAN, dan perhatikan ga ada kata2 MAAF. bahkan KAI udah minta MAAF, padahal awal mulanya dari taxi GREEN SM ini","MELIBATKAN bukan DISEBABKAN, dan perhatikan ga ada kata2 MAAF. bahkan KAI udah minta MAAF, padahal awal mulanya dari taxi GREEN SM ini",22,5,2026-04-28T03:09:56Z,NEGATIF,0.9696
E8q-DQGgukw,GREEN_SM,Ugz0iH5co_miawmfJoh4AaABAg,@yudhastyanugraha8689,Taxi sekarang kek angkot tai maen nyerobot kiri kanan koncet!!!,Taxi sekarang kek angkot tai maen nyerobot kiri kanan koncet!!!,10,10,2026-04-28T02:16:16Z,NEGATIF,0.9975
E8q-DQGgukw,GREEN_SM,UgxqZ6K6r-y1ocludj14AaABAg,@Supartini-y9t,...turut berduka cita....moga Husnul Khotimah...,...turut berduka cita....moga Husnul Khotimah...,5,2,2026-04-28T01:26:50Z,POSITIF,0.6883
E8q-DQGgukw,GREEN_SM,UgzuzGuhbO1vVQ-hJ9R4AaABAg,@hedhymartono6579,"Terlalu mudah, ada fulus perijinan lolos, booming bisnis mobil motor listrik, petugas jalur sinyal ka bertanggung jwb penuh, cabut ijin taxi green tanpa pandang bulu..","Terlalu mudah, ada fulus perijinan lolos, booming bisnis mobil motor listrik, petugas jalur sinyal ka bertanggung jwb penuh, cabut ijin taxi green tanpa pandang bulu..",25,4,2026-04-28T03:13:04Z,NEGATIF,0.9953
E8q-DQGgukw,GREEN_SM,UgzXiBZdu4jlYDpy89J4AaABAg,@pangerankoplak9,"pertama liat kelakuan supir SM aduh,,bikin geleng geleng kepala,sambil nyetir maen HP,,,sumpah sering liat anak buahnya sm kek gitu","pertama liat kelakuan supir SM aduh,,bikin geleng geleng kepala,sambil nyetir maen HP,,,sumpah sering liat anak buahnya sm kek gitu",19,3,2026-04-28T01:43:12Z,NEGATIF,0.8884
E8q-DQGgukw,GREEN_SM,UgwjvLy6ciWYNLc475R4AaABAg,@gunawanwicaksono944,Sopir taxi hijau WAJIB DIPECAT dan DIPENJARA,Sopir taxi hijau WAJIB DIPECAT dan DIPENJARA,7,14,2026-04-28T01:43:14Z,NEGATIF,0.8107
E8q-DQGgukw,GREEN_SM,Ugz5iJZn9T_ZTm5il5Z4AaABAg,@HafissMaulanaazhar,"Tutup izin taksi hijau, dan hrs dihukum","Tutup izin taksi hijau, dan hrs dihukum",7,1,2026-04-28T01:50:18Z,NETRAL,0.757
E8q-DQGgukw,GREEN_SM,Ugw-0n7aH-HUXBJk9nN4AaABAg,@entiskusmana4543,"Sangat disayangkan komunikasi di KAI, dan kelayakan Taxi perusahaan ini hrs periksa.","Sangat disayangkan komunikasi di KAI, dan kelayakan Taxi perusahaan ini hrs periksa.",12,0,2026-04-28T01:44:31Z,NEGATIF,0.975
E8q-DQGgukw,GREEN_SM,Ugxcbly1hLvASGy_2P94AaABAg,@bambangsoeyono5738,Sudah saatnya semua PERLINTASAN SEBIDANG SELURUH JALUR KERETA API DIBUAT Fly over,Sudah saatnya semua PERLINTASAN SEBIDANG SELURUH JALUR KERETA API DIBUAT Fly over,12,1,2026-04-28T03:18:23Z,NETRAL,0.9959
E8q-DQGgukw,GREEN_SM,Ugx4sVLDX4ph_oSssv14AaABAg,@dirghamarhab3635,Salah kan pemerintah kena ga ditutup itu lintasan..,Salah kan pemerintah kena ga ditutup itu lintasan..,8,1,2026-04-28T02:43:44Z,NEGATIF,0.9972
E8q-DQGgukw,GREEN_SM,UgxHRH-2yroA4GfXSJh4AaABAg,@momo123-b8u,"SOPIR WAJIB GANTI RUGI , NYAWA GANTI NYAWA","SOPIR WAJIB GANTI RUGI , NYAWA GANTI NYAWA",8,1,2026-04-28T10:06:32Z,NETRAL,0.8989
E8q-DQGgukw,GREEN_SM,Ugybhq6jLLYLqyWqVmd4AaABAg,@DolananJcell,Sudah untuk ke sekian kalinya taxi ijo bikin ulah merugikan pengguna jalan lain🤬🤬🤬,Sudah untuk ke sekian kalinya taxi ijo bikin ulah merugikan pengguna jalan lain,13,5,2026-04-28T01:59:06Z,NEGATIF,0.9939
E8q-DQGgukw,GREEN_SM,UgzpUo09wbfS0g7QuWJ4AaABAg,@budisantoso5379,Taksi ijo hanya satu penyebab... Tetapi yang terparah bagaimana kelalaian petugas di stasiun yang mengijinkan kereta agro bromo memasuki jalur yang sama dengan KRL berhenti...,Taksi ijo hanya satu penyebab... Tetapi yang terparah bagaimana kelalaian petugas di stasiun yang mengijinkan kereta agro bromo memasuki jalur yang sama dengan KRL berhenti...,25,5,2026-04-28T02:01:34Z,NEGATIF,0.9889
E8q-DQGgukw,GREEN_SM,UgzuAxXod2W0HW3w5Bh4AaABAg,@tody_designgrafis305,boikot aja... wajib bener tiap bulan kecelakaan,boikot aja... wajib bener tiap bulan kecelakaan,7,3,2026-04-28T01:26:11Z,NEGATIF,0.9861
E8q-DQGgukw,GREEN_SM,Ugxa6ka1yklxH9ex06V4AaABAg,@jos6021,"Kmana petugas station, saat tabrakan apakah sdh ada sinyal darurat terlihat dijalurnya sehingga KA  Argo Bromo berhenti","Kmana petugas station, saat tabrakan apakah sdh ada sinyal darurat terlihat dijalurnya sehingga KA Argo Bromo berhenti",17,0,2026-04-28T02:20:03Z,NETRAL,0.9966
E8q-DQGgukw,GREEN_SM,Ugz_PuA7zCzwGhuaAzd4AaABAg,@widdarmawan3066,"Turut berbelasungkawa utk para korban.

Setuju dgn yg lain, taxi cuma salah satu penyebab tidak langsung, bukan utama. 

Masih ada faktor lain lebih krusial, mis.. pengawas/orang-orang yg bertugas pada malam itu, sistem yg dipakai(sepertinya pernah baca kalau ada 2 kereta di 1 lajur akan ada alert), dll","Turut berbelasungkawa utk para korban. Setuju dgn yg lain, taxi cuma salah satu penyebab tidak langsung, bukan utama. Masih ada faktor lain lebih krusial, mis.. pengawas orang-orang yg bertugas pada malam itu, sistem yg dipakai sepertinya pernah baca kalau ada 2 kereta di 1 lajur akan ada alert , dll",50,0,2026-04-28T04:36:52Z,NEGATIF,0.8135
E8q-DQGgukw,GREEN_SM,UgxuEfY4QHk6fEyBF8B4AaABAg,@HenkyMizella,*MOBIL EV VINFAST HIJAU TOSCA ITU YANG MOGOK DI REL KA BEKASI TIMUR,MOBIL EV VINFAST HIJAU TOSCA ITU YANG MOGOK DI REL KA BEKASI TIMUR,13,0,2026-04-28T01:54:29Z,NETRAL,0.9958
E8q-DQGgukw,GREEN_SM,UgwOMGVRMrpcjAosc2F4AaABAg,@emulyono86,"Lupa nulis ""turut berbelasungkawa atau turut berduka cita kepada korban kecelakaan"" mastinya itu jd paragraf pembuka seblm menyampaikan klarifikasi 🤭",Lupa nulis turut berbelasungkawa atau turut berduka cita kepada korban kecelakaan mastinya itu jd paragraf pembuka seblm menyampaikan klarifikasi,19,0,2026-04-28T03:43:07Z,NETRAL,0.8907
E8q-DQGgukw,GREEN_SM,Ugxu6ZqSDXvg8r5MyqZ4AaABAg,@budigohok6336,"Saya sering melihat taksi EV warna hijau sering mogok di pinggir jalan (tol) , padahal mobil baru","Saya sering melihat taksi EV warna hijau sering mogok di pinggir jalan tol , padahal mobil baru",17,1,2026-04-28T01:47:18Z,NETRAL,0.9334
E8q-DQGgukw,GREEN_SM,Ugz2B6vnxTf-8sgfeth4AaABAg,@endroswandinababan3202,"Jangan klarifikasi aja dek, tanggung jawab!!!!!","Jangan klarifikasi aja dek, tanggung jawab!!!!!",6,0,2026-04-28T21:44:24Z,NETRAL,0.5325
E8q-DQGgukw,GREEN_SM,UgxNTzJURjbFyPKIGUh4AaABAg,@billybomamuliawan8080,"tuntut perusahaan Taxi-nya dooong, krn memperkerjakan supir dongoooooooo.","tuntut perusahaan Taxi-nya dooong, krn memperkerjakan supir dongoooooooo.",8,0,2026-04-28T01:52:45Z,NEGATIF,0.9782
E8q-DQGgukw,GREEN_SM,UgyketY_qi6GyioZ_Zx4AaABAg,@Iqoo12GassLahh,"Kesalahan fatal tetep di petugas pengatur lalu lintas KAI yg standby malam itu, udh tau lg ada insiden, knp kagak mikir gerak cepat buat stop kereta yg mau masuk ke stasiun, auto pecat sih itu orang","Kesalahan fatal tetep di petugas pengatur lalu lintas KAI yg standby malam itu, udh tau lg ada insiden, knp kagak mikir gerak cepat buat stop kereta yg mau masuk ke stasiun, auto pecat sih itu orang",36,2,2026-04-28T02:06:51Z,NEGATIF,0.9961
E8q-DQGgukw,GREEN_SM,Ugxb4XKLlJmj_UX7Iy14AaABAg,@tommyshiendy6778,Akibat peraturan baru green sm yang memerah driver Dan tarif murah green eco. Tarif udah kayak ngantar penumpang pakai sepeda roda tiga.,Akibat peraturan baru green sm yang memerah driver Dan tarif murah green eco. Tarif udah kayak ngantar penumpang pakai sepeda roda tiga.,22,0,2026-04-28T03:24:21Z,NEGATIF,0.9709
E8q-DQGgukw,GREEN_SM,Ugx81aLkvyzD08mEqRB4AaABAg,@aripranoto7788,Hapus ijin operasinya dari Indonesia sudah sering bikin kecelakaan,Hapus ijin operasinya dari Indonesia sudah sering bikin kecelakaan,9,0,2026-04-28T01:52:00Z,NEGATIF,0.9922
E8q-DQGgukw,GREEN_SM,UgxK0SCZRRAgfzcj1gJ4AaABAg,@Heroe-jx5ze,"Saya pernah naik taxi ini, perilaku pengemudi taxinya kurang baik","Saya pernah naik taxi ini, perilaku pengemudi taxinya kurang baik",10,0,2026-04-28T05:23:05Z,NEGATIF,0.9946
E8q-DQGgukw,GREEN_SM,UgwXUuP8SLCGdVpXN-d4AaABAg,@masbrur29,"Intinya ga mau tanggung jawab, yg penting CUAN Bos","Intinya ga mau tanggung jawab, yg penting CUAN Bos",9,0,2026-04-28T06:20:53Z,NEGATIF,0.9708
E8q-DQGgukw,GREEN_SM,Ugw7doIFjejooB2Pabh4AaABAg,@SIGERLAND.MEDIA.BROADCAST,Kesalahan tetap sama kementerian transportasi dan pt KAI kenapa nggk pasang palang penyeberangan rel? Negara ini selalu mengulangi kesalahan yg sama nggk pernah ngambil hikmah dari kejadian sebelumnya,Kesalahan tetap sama kementerian transportasi dan pt KAI kenapa nggk pasang palang penyeberangan rel? Negara ini selalu mengulangi kesalahan yg sama nggk pernah ngambil hikmah dari kejadian sebelumnya,28,0,2026-04-28T03:03:05Z,POSITIF,0.5409
E8q-DQGgukw,GREEN_SM,Ugy9hBdHq_vNHguVYux4AaABAg,@NdaEnda-h9j,"Bikin sial itu tqksi,sering hikin masalah.cabut aja izinnya","Bikin sial itu tqksi,sering hikin masalah.cabut aja izinnya",8,0,2026-04-28T04:09:40Z,NEGATIF,0.9979
E8q-DQGgukw,GREEN_SM,UgzfizoQAu1JaN1v53h4AaABAg,@arifriwandy9907,Apakah diperlintasan tsb terdapat palang pintu perlintasan ? dan apakah berfungsi dgn baik ? Yg pastinya KNKT akan menyelidiki penyebabnya taksi di serempet kereta yg mengakibatkan sistem perjalanan kereta jd terganggu dan mengakibatkan kecelakaan kereta yg lbh fatal dari kecelakaan awal yaitu taksi yg di sambar kereta. Kecelakaan ini ada dua peristiwa yg saling berkaitan dgn lokasi dan waktu yg berdekatan.,Apakah diperlintasan tsb terdapat palang pintu perlintasan ? dan apakah berfungsi dgn baik ? Yg pastinya KNKT akan menyelidiki penyebabnya taksi di serempet kereta yg mengakibatkan sistem perjalanan kereta jd terganggu dan mengakibatkan kecelakaan kereta yg lbh fatal dari kecelakaan awal yaitu taksi yg di sambar kereta. Kecelakaan ini ada dua peristiwa yg saling berkaitan dgn lokasi dan waktu yg berdekatan.,61,0,2026-04-28T01:55:46Z,NETRAL,0.4265
E8q-DQGgukw,GREEN_SM,Ugwo6nx-yeSU3OSa8_F4AaABAg,@NanaSuhana-gb2st,"Seharusnya kereta api klo ada yg menghalangi jalurnya, tabrak aja karena kereta sudah punya jalur sendiri.","Seharusnya kereta api klo ada yg menghalangi jalurnya, tabrak aja karena kereta sudah punya jalur sendiri.",16,0,2026-04-28T04:53:26Z,NEGATIF,0.8131
E8q-DQGgukw,GREEN_SM,Ugxy57m950jx6CgkL-d4AaABAg,@RahmatWahyudi-t5z,"jangan sopirnya aja blacklist perusahaan taksinya kalau di tol pindah jalur seenak jidat tanpa Sein ,kalau di jalan umum mau disalip malah ngebut","jangan sopirnya aja blacklist perusahaan taksinya kalau di tol pindah jalur seenak jidat tanpa Sein ,kalau di jalan umum mau disalip malah ngebut",23,0,2026-04-28T05:05:32Z,NEGATIF,0.9967
E8q-DQGgukw,GREEN_SM,Ugz-NcfyBE5JTpDoCyR4AaABAg,@supta2110,"Gk ada empati, cabut izin nya nie perushaan","Gk ada empati, cabut izin nya nie perushaan",8,0,2026-04-28T07:29:40Z,NEGATIF,0.9878
E8q-DQGgukw,GREEN_SM,UgyNNoWP93UJFlD9DXl4AaABAg,@savepalestiin1718,Cabut iziny bikin masalah trus,Cabut iziny bikin masalah trus,5,0,2026-04-28T06:12:52Z,NEGATIF,0.9974
E8q-DQGgukw,GREEN_SM,UgzFLkECgna7hm4RrqB4AaABAg,@SandiajiMF,"Green sm harus seleksi sopirnya, jangan sopir amatir atau sopir ugal ugalan dijadikan driver 😂😂","Green sm harus seleksi sopirnya, jangan sopir amatir atau sopir ugal ugalan dijadikan driver",14,3,2026-04-28T02:29:40Z,NEGATIF,0.9387
E8q-DQGgukw,GREEN_SM,Ugy3HPGlaUn9lXGxQ_Z4AaABAg,@CicoImmanuel,"Beberapa x kejadian kenderaan tertabrak kereta tapi kereta tetap melaju.
Kalo case ini apa karena masinis mempertimbangkan safety masyarakat yg berkerumun membantu si taksi ya? 
Ini bertanya ya.",Beberapa x kejadian kenderaan tertabrak kereta tapi kereta tetap melaju. Kalo case ini apa karena masinis mempertimbangkan safety masyarakat yg berkerumun membantu si taksi ya? Ini bertanya ya.,28,0,2026-04-28T09:58:35Z,NEGATIF,0.5423
E8q-DQGgukw,GREEN_SM,Ugx3WrUrDI4kOVc74Cp4AaABAg,@ojiijo23,Ada atau tidaknya taxi hijau yg gue heran emg PPKA atau petugas yg berwenang mengendalikan lajur di Stasiun ga tanggap apa kalo ada KRL berhenti?! Trus di lokomotif KRD emg ga ada semacam radar utk sinyal peringatan akan ada bahaya atau benturan didepan spt pesawat gitu??,Ada atau tidaknya taxi hijau yg gue heran emg PPKA atau petugas yg berwenang mengendalikan lajur di Stasiun ga tanggap apa kalo ada KRL berhenti?! Trus di lokomotif KRD emg ga ada semacam radar utk sinyal peringatan akan ada bahaya atau benturan didepan spt pesawat gitu??,46,0,2026-04-28T05:15:42Z,NEGATIF,0.9743
E8q-DQGgukw,GREEN_SM,UgwnSA0hRvzq4Fb82P94AaABAg,@Xwakanda,Taxi kodok ijo bikin orang mati . Itu lah mobil listrik kl terjadi malfunction jd mabok semua nya,Taxi kodok ijo bikin orang mati . Itu lah mobil listrik kl terjadi malfunction jd mabok semua nya,18,0,2026-04-28T09:55:48Z,NEGATIF,0.9978
E8q-DQGgukw,GREEN_SM,Ugy0NIDSlcIvEgrhrsF4AaABAg,@ipoel7557,Emang biang kerok itu taxi Green SM..Uda sering bnyak laka itu taxi,Emang biang kerok itu taxi Green SM..Uda sering bnyak laka itu taxi,12,0,2026-04-28T14:07:18Z,NEGATIF,0.9889
E8q-DQGgukw,GREEN_SM,UgwXFusu_ZxnDYRIOp14AaABAg,@tangerangboy,Kereta nabrak mobil ya jelas mobil yg salah kalo kereta nabrak kereta ya tentu yg nabrak itu yg salah.,Kereta nabrak mobil ya jelas mobil yg salah kalo kereta nabrak kereta ya tentu yg nabrak itu yg salah.,19,0,2026-04-28T04:03:24Z,NEGATIF,0.9857
E8q-DQGgukw,GREEN_SM,Ugz4o9dwrGkRAC189Qh4AaABAg,@herryyulianto1829,Mobil listrik mungkin lolos uji melewati perlintasan KA. Tapi apakah diuji melewati perlintasan KA saat sinyal hidup? Apakah mobil listrik aman dr pengaruh elektromagnetik di perlintasan KRL? Cuma dishub yg bisa jawab.,Mobil listrik mungkin lolos uji melewati perlintasan KA. Tapi apakah diuji melewati perlintasan KA saat sinyal hidup? Apakah mobil listrik aman dr pengaruh elektromagnetik di perlintasan KRL? Cuma dishub yg bisa jawab.,32,0,2026-04-28T05:51:25Z,NETRAL,0.9653
E8q-DQGgukw,GREEN_SM,UgzxQmCXbdAjjmHFL3R4AaABAg,@AliBob-d8i,Hoiii....cari driver yang waras lahhhhh..taxi ini dah sering nyusahin..supir ugal2an..managemen u betulin..,Hoiii....cari driver yang waras lahhhhh..taxi ini dah sering nyusahin..supir ugal2an..managemen u betulin..,12,0,2026-04-28T02:19:37Z,NEGATIF,0.9978
E8q-DQGgukw,GREEN_SM,Ugw1U4_BeQWk2aknwI54AaABAg,@AgusPrasetyono-he5fg,siapa back ing perusahaan taxi hijau ... ga laik perijinan operasional akibaykan korban jiws rakyat indonesia dan kerugian matetial KAI,siapa back ing perusahaan taxi hijau ... ga laik perijinan operasional akibaykan korban jiws rakyat indonesia dan kerugian matetial KAI,20,0,2026-04-28T05:50:53Z,NEGATIF,0.997
E8q-DQGgukw,GREEN_SM,UgxvZSOTyA2x06HcDRd4AaABAg,@DennyBoyCuy,"Itu supir hijau memang salah karena mencoba tetap jalan walaupun KA akan melintas (palang tidak ada?), 
Namun perlu diingat, itu adalah kecelakaan ""tunggal"", namanya KAI itu bukan perusahaan Abal² seharusnya mereka ada langkah konkret dalam penyelesaian masalah dan mitigasi risiko seperti itu.
Ini sepenuhnya salah pihak KAI, yaitu dari sisi pengatur lintasan dan gerbong, pada saat terjadi kecelakaan sebelumnya ""taxi tersebut"", si petugas harus tetap mengurus pekerjaannya untuk mengatur jalur lintasan agar tidak terjadi kecelakaan lebih fatal seperti sekarang, bukan malah ngurus taxi dan pemindahan taxi tersebut.
Menurut saya pihak KAI mencoba mencari kambing hitam dan pembenaran atas kecelakaan tersebut agar tidak terlalu dipermasalahkan. 
Coba tonton film Bullet Train Explosion sebagai referensi","Itu supir hijau memang salah karena mencoba tetap jalan walaupun KA akan melintas palang tidak ada? , Namun perlu diingat, itu adalah kecelakaan tunggal , namanya KAI itu bukan perusahaan Abal² seharusnya mereka ada langkah konkret dalam penyelesaian masalah dan mitigasi risiko seperti itu. Ini sepenuhnya salah pihak KAI, yaitu dari sisi pengatur lintasan dan gerbong, pada saat terjadi kecelakaan sebelumnya taxi tersebut , si petugas harus tetap mengurus pekerjaannya untuk mengatur jalur lintasan agar tidak terjadi kecelakaan lebih fatal seperti sekarang, bukan malah ngurus taxi dan pemindahan taxi tersebut. Menurut saya pihak KAI mencoba mencari kambing hitam dan pembenaran atas kecelakaan tersebut agar tidak terlalu dipermasalahkan. Coba tonton film Bullet Train Explosion sebagai referensi",115,0,2026-04-28T13:41:28Z,NEGATIF,0.9526
E8q-DQGgukw,GREEN_SM,UgwDtCLrDQwNj3PiCox4AaABAg,@forenseraf8930,"itulah gara2 si mulyono sibuk dengan kereta whoos sehingga sistem keamanan dan komunikasi nya jelek tidak di perbaharui, udah ngutang berdampak ke semua sistem kereta KAI pula!","itulah gara2 si mulyono sibuk dengan kereta whoos sehingga sistem keamanan dan komunikasi nya jelek tidak di perbaharui, udah ngutang berdampak ke semua sistem kereta KAI pula!",27,2,2026-04-28T02:10:42Z,NEGATIF,0.9917
E8q-DQGgukw,GREEN_SM,Ugxv9PH9Zrzx6t69gch4AaABAg,@sabpcim6084,"YANG TANGGUNG JAWAB KAI KENAPA TIDAK ADA PALANG PINTU OTOMATIS ? KALAU ADA PALANG PINTU OTOMATIS SUDAH PASTI SOPIR TAKSI IKUTI ATURAN,,,INI YANG MENGATUR BKN PALANG OTOMATIS TAPI PAK OGAH...KALAU ADA PALANG PINTU OTOMATIS TETAPI TAKSI TERSEBUT MENYEROBOT PALANG TERSEBUT BARULAH KITA SALAHKAN TAKSI NYA,,,TAPI DI LAPANGAN MEMANG BENAR2 TIDAK ADA NYA PALANG PINTU OTOMATIS JADI YG MENGATUR PARA PAK OGAH COY...ADA SEBAB ADA AKIBAT,,","YANG TANGGUNG JAWAB KAI KENAPA TIDAK ADA PALANG PINTU OTOMATIS ? KALAU ADA PALANG PINTU OTOMATIS SUDAH PASTI SOPIR TAKSI IKUTI ATURAN,,,INI YANG MENGATUR BKN PALANG OTOMATIS TAPI PAK OGAH...KALAU ADA PALANG PINTU OTOMATIS TETAPI TAKSI TERSEBUT MENYEROBOT PALANG TERSEBUT BARULAH KITA SALAHKAN TAKSI NYA,,,TAPI DI LAPANGAN MEMANG BENAR2 TIDAK ADA NYA PALANG PINTU OTOMATIS JADI YG MENGATUR PARA PAK OGAH COY...ADA SEBAB ADA AKIBAT,,",65,0,2026-04-28T06:36:00Z,NEGATIF,0.9788
